registro_id,calle,altura,ciudad,barrio,latitud,longitud,distancia_corralon_km,direccion_osm,clave_direccion_fuente,frecuencia_direccion_fuente,estado_calidad,motivo_revision
DG-0350,Pino,978,San Lorenzo,El Pino,-32.7306295,-60.7457344,13.392818,"El Pino, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, Santa Fe, Argentina",pino|978|san lorenzo,1,APTO_ENTRENAMIENTO,
DG-0351,Paso,827,Rosario,Lisandro de la Torre,-32.9192055,-60.6755451,8.912092,"827, Avenida Juan José Paso, Lisandro de la Torre, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",paso|827|rosario,1,APTO_ENTRENAMIENTO,
DG-0352,Callao,1476,Granadero Baigorria,San Miguel,-32.8596591,-60.7233131,1.131257,"1476, Callao, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",callao|1476|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0353,Francia,977,Granadero Baigorria,San Miguel,-32.8602312,-60.7193781,1.231779,"Pasaje Francia, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",francia|977|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0354,Catamarca,971,Granadero Baigorria,Los Naranjos,-32.8619512,-60.6988861,2.616333,"971, Catamarca, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",catamarca|971|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0355,Silvestre Begnis,763,Granadero Baigorria,No especificado,-32.8508863,-60.7189077,0.382291,"763, Avenida Silvestre Begnis, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",silvestre begnis|763|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0356,Calle 12,2472,Granadero Baigorria,Los Robles,-32.8467910,-60.7134511,0.910880,"2472, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2472|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0357,Liniers,1787,Granadero Baigorria,No especificado,-32.8560173,-60.7164443,0.928137,"1787, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",liniers|1787|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0358,La Plata,791,Fray Luis Beltrán,Granaderos,-32.7776117,-60.7398891,8.154364,"La Plata, Granaderos, Fray Luis Beltrán, Municipio de Fray Luis Beltrán, Gran Rosario, Departamento San Lorenzo, Santa Fe, 2156, Argentina",la plata|791|fray luis beltran,1,APTO_ENTRENAMIENTO,
DG-0359,Liniers,1820,Granadero Baigorria,No especificado,-32.8555826,-60.7164921,0.888012,"1820, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",liniers|1820|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0360,Estanislao López,2182,Granadero Baigorria,No especificado,-32.8528666,-60.7218603,0.381537,"2182, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|2182|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0361,Eva Perón,1377,Granadero Baigorria,San Miguel,-32.8586540,-60.7204112,1.039132,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1377|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0362,Calle 1,362,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|362|granadero baigorria,12,APTO_ENTRENAMIENTO,
DG-0363,Ancón,1670,Rosario,Bella Vista,-32.9685081,-60.6886913,13.607534,"Pasaje Ancon, La Banana, Bella Vista, Distrito Oeste, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",ancon|1670|rosario,1,APTO_ENTRENAMIENTO,
DG-0364,Dorrego,3391,Granadero Baigorria,Los Robles,-32.8374131,-60.7128215,1.627917,"3391, Coronel Dorrego, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",dorrego|3391|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0365,Los Aromos,2841,Granadero Baigorria,Los Naranjos,-32.8632600,-60.6922996,3.221707,"Los Aromos, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los aromos|2841|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0366,Asunción,77,Granadero Baigorria,Nuestra Señora de La Paz,-32.8636147,-60.7269704,1.620403,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",asuncion|77|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0367,Antartida,1365,Granadero Baigorria,Los Robles,-32.8430598,-60.7106934,1.327085,"Antartida Argentina, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",antartida|1365|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0368,San Martin,1348,Rosario,La Florida,-32.8711247,-60.6996508,3.224527,"Avenida José de San Martín, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",san martin|1348|rosario,1,APTO_ENTRENAMIENTO,
DG-0369,Los Cedros,549,Ibarlucea,Autostrada,-32.8672751,-60.7296972,2.083080,"549, Los Cedros, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",los cedros|549|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0370,Montevideo,1178,Granadero Baigorria,Nuestra Señora de La Paz,-32.8630511,-60.7285633,1.604703,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",montevideo|1178|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0371,Silvestre,1283,Granadero Baigorria,No especificado,-32.8515544,-60.7355108,1.222613,"Avenida Silvestre Begnis, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",silvestre|1283|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0372,Los Alamos,8104,Ibarlucea,Autostrada,-32.8686610,-60.7298013,2.232714,"8104, Los Álamos, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",los alamos|8104|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0373,Colon,2805,Granadero Baigorria,Los Robles,-32.8424253,-60.7106037,1.373315,"2805, Cristobal Colón, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",colon|2805|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0374,Las Heras,2895,Granadero Baigorria,San Miguel,-32.8625197,-60.7165990,1.554188,"Las Heras, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",las heras|2895|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0375,Pancho Ramirez,693,Granadero Baigorria,No especificado,-32.8541454,-60.7169164,0.744249,"693, Pancho Ramírez, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pancho ramirez|693|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0376,Santa Fe,1374,Granadero Baigorria,San Miguel,-32.8618045,-60.7110441,1.745750,"Avenida Santa Fe, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santa fe|1374|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0377,Colombres,725,Rosario,Antártida Argentina,-32.9365823,-60.7293922,9.703480,"725, José Colombres, Antártida Argentina, Distrito Noroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",colombres|725|rosario,1,APTO_ENTRENAMIENTO,
DG-0378,Junin,1830,Granadero Baigorria,No especificado,-32.8561639,-60.7191604,0.809574,"1830, Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",junin|1830|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0379,Calle 362,4100,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 362|4100|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0380,Suipacha,1300,Granadero Baigorria,San Miguel,-32.8621824,-60.7208341,1.420352,"Suipacha, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",suipacha|1300|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0381,Eva Peron,1405,Granadero Baigorria,No especificado,-32.8590438,-60.7304880,1.289062,"Eva Perón, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1405|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0382,Asuncion,955,Granadero Baigorria,Nuestra Señora de La Paz,-32.8636147,-60.7269704,1.620403,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",asuncion|955|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0383,Jorge Newbery,1345,Granadero Baigorria,No especificado,-32.8564742,-60.7252016,0.811152,"1345, Jorge Newbery, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jorge newbery|1345|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0384,Catriel,824,Granadero Baigorria,No especificado,-32.8562062,-60.7183004,0.849278,"824, Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",catriel|824|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0385,Maipu,1806,Rosario,República de la Sexta,-32.9590754,-60.6385655,14.494110,"1806, Maipú, Paseo Pellegrini, República de la Sexta, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",maipu|1806|rosario,1,APTO_ENTRENAMIENTO,
DG-0386,Mayo,1806,Granadero Baigorria,La Florida,-32.8712845,-60.6989572,3.281144,"25 de Mayo, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mayo|1806|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0387,Pasaje B,409,Granadero Baigorria,No especificado,-32.8365253,-60.7062643,2.103755,"Pasaje Pasteur, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pasaje b|409|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0388,Los Alerces,1117,Granadero Baigorria,No especificado,-32.8501629,-60.7188567,0.362195,"Los Alerces, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los alerces|1117|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0389,Montevideo,1399,Granadero Baigorria,Nuestra Señora de La Paz,-32.8630511,-60.7285633,1.604703,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",montevideo|1399|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0390,Las Acacias,8170,Ibarlucea,Autostrada,-32.8668416,-60.7285968,2.006568,"8170, Las Acacias, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",las acacias|8170|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0391,Montevideo,1388,Granadero Baigorria,Nuestra Señora de La Paz,-32.8630511,-60.7285633,1.604703,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",montevideo|1388|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0392,Catriel,824,Granadero Baigorria,No especificado,-32.8562062,-60.7183004,0.849278,"824, Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",catriel|824|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0393,Calle 1,362,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|362|granadero baigorria,12,APTO_ENTRENAMIENTO,
DG-0394,Pasco,709,Granadero Baigorria,San Miguel,-32.8609830,-60.7149073,1.467535,"709, Pasco, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pasco|709|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0395,Los Álamos,8268,Ibarlucea,Autostrada,-32.8685874,-60.7277147,2.174381,"8268, Los Álamos, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",los alamos|8268|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0396,Punta Lara,625,Rosario,Alberdi,-32.8862478,-60.6933569,4.917585,"625, Punta Lara, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",punta lara|625|rosario,1,APTO_ENTRENAMIENTO,
DG-0397,Punta Lara,642,Rosario,Alberdi,-32.8861363,-60.6936594,4.891593,"642, Punta Lara, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",punta lara|642|rosario,1,APTO_ENTRENAMIENTO,
DG-0398,La Cautiva,1363,Granadero Baigorria,Bon Vivant,-32.8545260,-60.7125890,1.093638,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|1363|granadero baigorria,4,APTO_ENTRENAMIENTO,
DG-0399,Calle 7,2324,Granadero Baigorria,Los Robles,-32.8485076,-60.7083461,1.341037,"2324, Calle 7, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 7|2324|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0400,Chubut,2458,Granadero Baigorria,Bon Vivant,-32.8464562,-60.7058132,1.609125,"2458, Chubut, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",chubut|2458|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0401,Eva Perón,517,Granadero Baigorria,San Miguel,-32.8584708,-60.7126395,1.367404,"517, Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|517|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0402,2 de Abril,1286,Granadero Baigorria,Los Robles,-32.8418644,-60.7148627,1.118311,"10 de Abril, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",2 de abril|1286|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0403,Junín,1161,Granadero Baigorria,San Miguel,-32.8620731,-60.7176257,1.474761,"1161, Junín, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",junin|1161|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0404,Calle 12,2491,Granadero Baigorria,Los Robles,-32.8464755,-60.7135397,0.915377,"2491, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2491|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0405,Calle 7,2324,Granadero Baigorria,Los Robles,-32.8485076,-60.7083461,1.341037,"2324, Calle 7, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 7|2324|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0406,Maipú,3423,Rosario,General San Martín,-32.9776620,-60.6430329,16.072584,"3423, Maipú, General San Martín, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2001, Argentina",maipu|3423|rosario,1,APTO_ENTRENAMIENTO,
DG-0407,Mendoza,3485,Rosario,Echesortu,-32.9458040,-60.6719397,11.708524,"3485, Mendoza, Echesortu, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2002, Argentina",mendoza|3485|rosario,1,APTO_ENTRENAMIENTO,
DG-0408,Charcas,1148,Granadero Baigorria,San Miguel,-32.8625579,-60.7189916,1.491644,"1148, Charcas, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",charcas|1148|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0409,Charcas,1304,Granadero Baigorria,San Miguel,-32.8621227,-60.7192371,1.439327,"Charcas, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",charcas|1304|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0410,Amado Nervo,1327,Granadero Baigorria,No especificado,-32.8558549,-60.7247810,0.733996,"1327, Amado Nervo, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",amado nervo|1327|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0411,Asunción,1361,Granadero Baigorria,Nuestra Señora de La Paz,-32.8636147,-60.7269704,1.620403,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",asuncion|1361|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0412,Miguel Cané,1371,Granadero Baigorria,No especificado,-32.8552666,-60.7259243,0.710248,"1371, Miguel Cane, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",miguel cane|1371|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0413,Ituzaingó,1931,Granadero Baigorria,No especificado,-32.8542999,-60.7153000,0.869810,"1931, Ituzaingó, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",ituzaingo|1931|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0414,Calle 2,362,Granadero Baigorria,Los Robles,-32.8475189,-60.7105448,1.152362,"Intendente Monti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 2|362|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0415,Montevideo,1354,Granadero Baigorria,Nuestra Señora de La Paz,-32.8630511,-60.7285633,1.604703,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",montevideo|1354|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0416,La Cautiva,1363,Granadero Baigorria,Bon Vivant,-32.8545260,-60.7125890,1.093638,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|1363|granadero baigorria,4,APTO_ENTRENAMIENTO,
DG-0417,Boston,1309,Rosario,Luis Agote,-32.9342403,-60.6757597,10.390226,"Boston, Luis Agote, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",boston|1309|rosario,1,APTO_ENTRENAMIENTO,
DG-0418,Chubut,2458,Granadero Baigorria,Bon Vivant,-32.8464562,-60.7058132,1.609125,"2458, Chubut, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",chubut|2458|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0419,Amado Nervo,1328,Granadero Baigorria,No especificado,-32.8558555,-60.7248051,0.734673,"1328, Amado Nervo, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",amado nervo|1328|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0420,Estanislao López,2121,Granadero Baigorria,No especificado,-32.8535718,-60.7216348,0.462581,"2121, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|2121|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0421,Spegazzini,1631,Rosario,La Florida,-32.8780676,-60.7021976,3.706796,"Spegazzini, La Florida, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",spegazzini|1631|rosario,1,APTO_ENTRENAMIENTO,
DG-0422,José Hernández,2050,Granadero Baigorria,No especificado,-32.8545860,-60.7225637,0.565533,"2050, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|2050|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0423,Mosconi,3503,San Lorenzo,Díaz Vélez,-32.7270609,-60.7306742,13.635324,"3503, General Mosconi, Díaz Vélez, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, Santa Fe, S2202ARC, Argentina",mosconi|3503|san lorenzo,1,APTO_ENTRENAMIENTO,
DG-0424,Jujuy,2063,Granadero Baigorria,Santa Rita,-32.8376724,-60.7047243,2.129601,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jujuy|2063|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0425,Eva Perón,59,Granadero Baigorria,Centro,-32.8579501,-60.7047705,1.916510,"59, Eva Perón, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|59|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0426,José Hernández,1879,Granadero Baigorria,No especificado,-32.8560434,-60.7221415,0.729094,"1879, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|1879|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0427,Sucre,1070,Granadero Baigorria,Correo,-32.8680042,-60.7018455,2.830307,"Sucre, Correo, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",sucre|1070|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0428,Ciudadela,154,Granadero Baigorria,Celedonio Escalada,-32.8714092,-60.7085485,2.769527,"Ciudadela, La Floresta, Celedonio Escalada, Distrito Norte, Rosario, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",ciudadela|154|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0429,Eva Perón,1426,Granadero Baigorria,San Miguel,-32.8583409,-60.7125263,1.364214,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1426|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0430,Orsetti,1002,Granadero Baigorria,San Miguel,-32.8657667,-60.7234822,1.810368,"Juan C. Orsetti, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",orsetti|1002|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0431,Los Ceibos,860,Granadero Baigorria,Los Naranjos,-32.8628986,-60.6957417,2.922035,"860, Los Ceibos, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los ceibos|860|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0432,Silvestre Begnis,763,Granadero Baigorria,No especificado,-32.8508863,-60.7189077,0.382291,"763, Avenida Silvestre Begnis, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",silvestre begnis|763|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0433,Jujuy,3336,Granadero Baigorria,Santa Rita,-32.8376724,-60.7047243,2.129601,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jujuy|3336|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0434,Lisandro de la Torre,12,Granadero Baigorria,No especificado,-32.8472270,-60.6989727,2.226518,"Avenida Lisandro de la Torre, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",lisandro de la torre|12|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0435,Pancho Ramírez,956,Granadero Baigorria,No especificado,-32.8549222,-60.7204543,0.636881,"956, Pancho Ramírez, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",pancho ramirez|956|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0436,Francia,977,Granadero Baigorria,San Miguel,-32.8602312,-60.7193781,1.231779,"Pasaje Francia, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",francia|977|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0437,Namuncurá,933,Granadero Baigorria,No especificado,-32.8554403,-60.7186713,0.757992,"933, Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",namuncura|933|granadero baigorria,3,APTO_ENTRENAMIENTO,
